"Category","Name","Manufacturer","Scheme","Assurance Level","Protection Profile(s)","Certification Date","Archived Date","Certification Report URL","Security Target URL","Maintenance Date","Maintenance Title","Maintenance Report","Maintenance ST"
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19SF02AD Component embedded by O.C.S. B0' V3 application (reference ST19SF02AD/RRR)","STMicroelectronics, Oberthur Card Systems","FR","EAL4+,AVA_VLA.4,ADV_IMP.2,ALC_DVS.2","","01/01/2002","","http://www.commoncriteriaportal.org:80/files/epfiles/2002_06.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2002_06.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Samsung S3CC9PB microcontroller (reference S3CC9PBX01)","","FR","EAL4+,AVA_VLA.4,ADV_IMP.2,ALC_DVS.2","","01/01/2002","","http://www.commoncriteriaportal.org:80/files/epfiles/2002_25.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2002_25.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Philips Smart Card Controller P8WE6017V1I","Philips Semiconductors Hamburg Unternehmensbereichder Philips GmbH","DE","EAL5+,AVA_VLA.4,AVA_MSU.3,ADV_LLD.2,ALC_DVS.2","","07/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/0166a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0166b.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ATMEL AT05SC3208R Integrated circuit (reference AT55898 r,v. Q)","ATMEL Smart Card ICs","FR","EAL4+,ALC_FLR.1,AMA_CAT.1,AMA_AMP.1,ADV_IMP.2,ALC_DVS.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_02.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ATMEL AT90SC6464C Integrated circuit (reference AT568A9 rev. F)","ATMEL Smart Card ICs","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","CT2000 embedded Component (reference ST16RFHD50/RSG-A)","ASK","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_16.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","M/Chip Select v2.0.5.2 Application","Mondex International Ltd","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_22.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MODEUS electronic purse : MODEUS carrier card v1.1 (reference : ST16RF58/RSE+) and SAM TC/C v1.1 retailer security module (reference : ST19SF16FF/RVN)","ASK, CP8, STMicroelectronics","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_20.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MONEO/CB hybrid card : MONEO electronic purse application and B4/B0' V3 bank application (reference ST19SF16CC/RCQ version B312/B023) and SAM retailer security module (reference ST19SF16CC/RCQ version C112)","IBM, STMicroelectronics","FR","EAL4+,AVA_VLA.4,ADV_IMP.2,ALC_DVS.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_05.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MONEO/CB hybrid card: MONEO electronic purse application and B4/B0' V3 bank application (reference ST19SF04AB/RCU version B312/B024) and trader SAM security Module (reference ST19SF16CC/RCQ version C112)","IBM, STMicroelectronics","FR","EAL4+,AVA_VLA.4,ADV_IMP.2,ALC_DVS.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_10.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Mondex Purse 2 version 0203 Applet for Multos 4","Mondex International Ltd","FR","EAL4+,ALC_DVS.2,ADV_IMP.2,AVA_VLA.4","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_07.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Oberthur B0' application v1.0.1 and GemClub v1.3 loaded on Javacard/VOP GemXpresso platform 211 V2","Oberthur Card Systems, Gemplus, Trusted Logic","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_03.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Oberthur B4-B0' V3 version 1.0 Applet for Multos 4","Oberthur Card Systems","FR","EAL4+","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_08.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Palmera Protect platform V2.0 JavaCard (SLE66CX320P/SB62 embedded component)","Schlumberger Systemes, Infineon Technologies","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_06.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology) : ST19SF04A Integrated circuit","STMicroelectronics","FR","EAL4+,AVA_VLA.4,ALC_FLR.1,ADV_IMP.2,ALC_DVS.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_18.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology) : ST19SF16CCxyz Integrated circuit","STMicroelectronics","FR","EAL4+,AVA_VLA.4,ALC_FLR.1,AMA_CAT.1,AMA_AMP.1,ADV_IMP.2,ALC_DVS.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_04.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","VOP 2.0.1 / Javacard 2.1.1 JPH33V2 Operating system version 1 installed on Integrated circuit PHILIPS P8WE5033","Oberthur Card Systems","FR","EAL1+,AVA_VLA.2","","01/01/2001","","http://www.commoncriteriaportal.org:80/files/epfiles/2001_13.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/cible2001_13.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","GemVision SmartD/C application embedded on ST19SF08AC/RMY component","Gemplus","FR","EAL4+,ALC_DVS.2,ADV_IMP.2,AVA_VLA.4","PP_SES_V1.2","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_08.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/eal4+_08.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","GemVision SmartD/C application embedded on ST19SF08AC/RMY component","Gemplus","FR","EAL4","PP_SES_V1.2","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_14.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/eal4_14.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Javacard/VOP GemXpresso 211 platform (Philips Integrated circuit P8WE5032/MPH02)","Philips Semiconductors, Gemplus","FR","EAL1+,AVA_VLA.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_02.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Javacard/VOP GemXpresso 211 platform V2 (Philips P8WE5032/MPH04 embedded component, A000000018434D Card Manager)","Philips Semiconductors, Gemplus","FR","EAL1+,AVA_VLA.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_06.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Oberthur B0' applications v1.0 and Routeur v1.0 designed for Multos v4.02","Oberthur Card Systems","FR","EAL4+,AVA_VLA.3,ADV_IMP.2,ALC_DVS.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_05.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","S3C8975 for smart cards Integrated circuit","","FR","EAL1+,AVA_VLA.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_09.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology). ST19SF02ADxyz Integrated circuit","STMicroelectronics","FR","EAL4+,AMA_AMP.1","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_11.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology). ST19SF04ABxyz Integrated circuit","STMicroelectronics","FR","EAL4+,AVA_VLA.4,ALC_FLR.1,AMA_AMP.1,ADV_IMP.2,ALC_DVS.2,AMA_EVA.1,AMA_SIA.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_12.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology). ST19SF08CExyz Integrated circuit","STMicroelectronics","FR","EAL4+,AVA_VLA.4,ALC_FLR.1,ADV_IMP.2,ALC_DVS.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_10.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology). ST19SF16FFxyz Integrated circuit","STMicroelectronics","FR","EAL4+,AVA_VLA.4,ALC_FLR.1,ADV_IMP.1,ALC_DVS.1","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_13.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","ST19 platform (0.6æ technology): ST19SF08BDxyz Integrated circuit","STMicroelectronics S.A.","FR","EAL4+,AVA_VLA.4,ADV_IMP.2,ALC_DVS.2","","01/01/2000","","http://www.commoncriteriaportal.org:80/files/epfiles/2000_04.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Philips Smart Card Controller P8WE5032V0B","Philips Semiconductors Hamburg Unternehmensbereichder Philips GmbH","DE","EAL3","","11/01/1999","","http://www.commoncriteriaportal.org:80/files/epfiles/0153a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0153b.pdf","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","'Mondex Purse 2' electronic purse version 0203 component SLE66CX160S, MULTOS V4.1N operating system)","Mondex International Ltd","FR","EAL1+,AVA_VLA.2","","01/01/1999","","http://www.commoncriteriaportal.org:80/files/epfiles/9909.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","B4/B0' V2 bank application of the MONEO/CB hybrid card (reference : ST19SF16B RCL version B303/B002)","Société Européenne de Monnaie Electronique","FR","EAL1+,AVA_VLA.2","","01/01/1999","","http://www.commoncriteriaportal.org:80/files/epfiles/9904.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","Javacard/VOP GemXpresso 211 platform (Philips P8WE5032/MPH02 Integrated circuit ) with Oberthur B0' v0.32 and Visa VSDC v1.08 applets","Philips Semiconductors, Gemplus, Oberthur Card Systems, Visa International, Groupement Carte Bleue","FR","EAL1+,AVA_VLA.2","","01/01/1999","","http://www.commoncriteriaportal.org:80/files/epfiles/9907.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"ICs, Smart Cards and Smart Card-Related Devices and Systems","MONEO electronic wallet card carrier (ST19SF16B RCL v. B303) and PSAM retailer security module (ST19SF16B RCL v. C103)","Société Européenne de Monnaie Electronique","FR","EAL1+,AVA_VLA.2","","01/01/1999","","http://www.commoncriteriaportal.org:80/files/epfiles/9903.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/","","","",""
"Key Management Systems","Hewlett Packard Enterprise Enterprise Secure Key Manager version 4.1","Hewlett Packard Enterprise","MY","EAL2+,ALC_FLR.2","","05/30/2016","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C068-CR-1-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/HP Atalla ESKM ST 1-0 -clean.pdf","","","",""
"Key Management Systems","ELECTRONIC CERTIFICATE MANAGEMENT INFRASTRUCTURE(ESYA)  v2.0","TÜB?TAK B?LGEM UEKAE","TR","EAL4+,ALC_FLR.2","CIMC V1.5","09/08/2015","09/08/2018","http://www.commoncriteriaportal.org:80/files/epfiles/ESYA v2 0 CERTIFICATION REPORT v1 0.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ESYA v2 0 Security Target English_v1 6.pdf","","","",""
"Key Management Systems","qCrypt-xStream R1.1","QuintessenceLabs","MY","EAL2","","04/03/2015","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C059-CR-v1.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0001363 - qCrypt-xStream Security Target v1.0.pdf","","","",""
"Key Management Systems","KeyOne CA 4.0, KeyOne XRA 4.0, KeyOne VA 4.0 version 4.0.13S2R1 (Release Patches 4.0.13S2R1_B01, 4.0.13S2R1_B02)","Safelayer Secure Communications, S.A.","ES","EAL4+,ALC_FLR.2","PP_CIMC_SL3_V1.0","12/08/2014","","http://www.commoncriteriaportal.org:80/files/epfiles/2013-31-INF-1370.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/KeyOne 4.0 Security Target.pdf","","","",""
"Key Management Systems","PKID ECC Generator v1.1","WannaStation.com (M) Sdn Bhd","MY","EAL2","","11/20/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/ISCB-5-RPT-C049-CR-v1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/PKIDECC-ST-v1.0-071013.pdf","","","",""
"Key Management Systems","UEKAE Dirak Series HSM (HARDWARE SECURITY MODULE)Flow Control Firmware V2.13","TÜB?TAK B?LGEM UEKAE","TR","EAL4+,ALC_DVS.2","","03/15/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/HSM Flow Control Firmware v2.13 CERTIFICATION REPORT.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/HSM_UEKAE_ST_LITE.pdf","","","",""
"Key Management Systems","Keyper Hardware Security Module (HSM) v2.0:a) Enterprise (Hardware: 9720, Software: 011126)b) Professional (Hardware: 9720, Software: 010405)","AEP Networks Ltd.","MY","EAL4+,AVA_VAN.5","","01/04/2013","","http://www.commoncriteriaportal.org:80/files/epfiles/cr-ISCB-5-RPT-C037-v1a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/st-AEP_Keyper_EAL4_ASE_1_3.pdf","","","",""
"Key Management Systems","MetaPKI","BULL S.A.","FR","EAL3+,ALC_FLR.3,AVA_VAN.3","","12/06/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2012-81fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2012-81en.pdf","","","",""
"Key Management Systems","EJBCA, version 5.0.4","PrimeKey Solutions AB","FR","EAL4+,ALC_FLR.2","CIMC V1.5","10/04/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2012_47.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/anssi-cible2012_47en.pdf","","","",""
"Key Management Systems","CESeCore, version 1.1.2","CESeCore Consortium","FR","EAL4+,ALC_FLR.2","","06/14/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-2012_33.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2012-33 SecurityTarget.pdf","","","",""
"Key Management Systems","Luna® CA4 System Version 2.6","SafeNet Inc.","CA","EAL4+,ALC_FLR.2","","02/23/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/383-4-114 CR v1.0e.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/SafeNet LUNA CA4 System v2 6 ST.pdf","","","",""
"Key Management Systems","Entrust Authority Security Manager and Security Manager Administration v8.1 SP1","Entrust, Inc.","CA","EAL4+,ALC_FLR.2","","02/06/2012","","http://www.commoncriteriaportal.org:80/files/epfiles/entrust-v81-cert-eng.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/entrust-v81-sec-eng.pdf","","","",""
"Key Management Systems","TrustyKey CA","C.S.","FR","EAL3+,ALC_FLR.3","","07/13/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2011-23fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2011-23en.pdf","","","",""
"Key Management Systems","TrustyTime v2.1.5","C.S.","FR","EAL3+,ALC_FLR.3","","06/23/2011","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2011-14fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2011-14fr.pdf","","","",""
"Key Management Systems","TrustedX v3.0.10S1R1_T","Safelayer Secure Communications, S.A.","ES","EAL4+,ALC_FLR.2","","10/01/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/2009-03-INF-512.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2009-03-DS.pdf","","","",""
"Key Management Systems","SEQUOIA v2 made up with K.Registration® v2.6.6, Trust.Center® v2.3.4 and KeySeed® v2.6.2 components","Keynectis","FR","EAL4+,ALC_FLR.3","","09/23/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC_2010-54fr.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ANSSI-CC-cible_2010-54fr.pdf","","","",""
"Key Management Systems","E-CERTIFICATE MANAGEMENT INFRASTRUCTURE (ESYA) V1","TÜB?TAK B?LGEM UEKAE","TR","EAL4+,ALC_FLR.2","","03/01/2010","","http://www.commoncriteriaportal.org:80/files/epfiles/ESYA v1.0_CERTIFICATION REPORT.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/ESYASecurityTargetLitev1.0.pdf","","","",""
"Key Management Systems","OpenTrust PKI software, version 4.3.4","OpenTrust SA","FR","EAL3+,ALC_CMS.4,ALC_FLR.2","","07/07/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi_2009-16en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/dcssi-cible_2009-16en.pdf","","","",""
"Key Management Systems","IBM Tivoli Directory Server Version 6.2","IBM Corporation","DE","EAL4+,ALC_FLR.1","","03/16/2009","","http://www.commoncriteriaportal.org:80/files/epfiles/0535a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0535B.pdf","","","",""
"Key Management Systems","IBM Tivoli Directory Server version 6.1","IBM Informationssysteme Deutschland GmbH","DE","EAL4+,ALC_FLR.1","","04/22/2008","","http://www.commoncriteriaportal.org:80/files/epfiles/0428a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0428b.pdf","","","",""
"Key Management Systems","IBM Tivoli Directory Server Version 6.0 Fix Pack 1, Interim Fix 5","IBM Corporation","DE","EAL4+,ALC_FLR.1","","03/02/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/0283a.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/0283b.pdf","","","",""
"Key Management Systems","KEYONE 3.0","Safelayer Secure Communications, S.A.","ES","EAL4+,ALC_FLR.2","","01/23/2006","","http://www.commoncriteriaportal.org:80/files/epfiles/2004-02-INF-65_en.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2004-02-ST.pdf","12/18/2006","KeyOne 3.0 04S2R1 TWS","http://www.commoncriteriaportal.org:80/files/epfiles/2004-2-INF-98.pdf","http://www.commoncriteriaportal.org:80/files/epfiles/2004-2-ST-2.pdf"
